RecordName,Simulation,Oracles,MISC,E2E,RetryNo
Generation9_Scenario32,11.23,1.48,1.74,14.45,1
Generation9_Scenario33,11.23,1.41,2.34,14.98,1
Generation9_Scenario34,11.26,1.41,1.73,14.41,1
Generation9_Scenario35,11.27,1.49,1.95,14.70,1
Generation9_Scenario36,11.22,1.53,2.06,14.82,1
Generation9_Scenario37,11.25,1.46,2.12,14.83,1
Generation9_Scenario38,11.23,1.43,1.57,14.23,1
Generation9_Scenario39,11.28,1.41,1.71,14.40,1
Generation9_Scenario40,11.24,1.53,1.59,14.36,1
Generation9_Scenario41,11.25,1.42,1.59,14.26,1
Generation9_Scenario42,11.23,1.45,2.06,14.74,1
Generation9_Scenario43,11.20,1.40,2.09,14.69,1
Generation9_Scenario44,11.23,1.44,2.65,15.32,1
Generation9_Scenario45,11.27,1.47,1.92,14.66,1
Generation9_Scenario46,11.24,1.46,1.87,14.56,1
Generation9_Scenario47,11.21,1.44,1.95,14.60,1
Generation9_Scenario48,11.23,1.50,2.18,14.90,1
Generation9_Scenario49,11.21,1.41,2.38,15.01,1
Generation9_Scenario50,11.23,1.42,2.08,14.73,1
Generation10_Scenario1,11.21,1.50,1.67,14.38,1
Generation10_Scenario2,11.25,1.44,2.62,15.31,1
Generation10_Scenario3,11.25,1.44,2.29,14.98,1
Generation10_Scenario4,11.24,1.54,1.58,14.35,1
Generation10_Scenario5,11.21,1.50,1.91,14.62,1
Generation10_Scenario6,11.24,1.46,2.03,14.73,1
Generation10_Scenario7,11.22,1.44,2.77,15.43,1
Generation10_Scenario8,11.22,1.47,1.57,14.25,1
Generation10_Scenario9,11.14,1.63,2.66,15.43,1
Generation10_Scenario10,11.22,1.47,2.13,14.83,1
Generation10_Scenario11,11.23,1.41,1.80,14.45,1
Generation10_Scenario12,11.24,1.44,1.96,14.65,1
Generation10_Scenario13,11.25,1.44,2.00,14.69,1
Generation10_Scenario14,11.23,1.43,2.20,14.86,1
Generation10_Scenario15,11.25,1.42,1.72,14.39,1
Generation10_Scenario16,11.23,1.40,1.90,14.54,1
Generation10_Scenario17,11.25,1.45,1.54,14.24,1
Generation10_Scenario18,11.25,1.47,2.56,15.28,1
Generation10_Scenario19,11.25,1.43,2.47,15.15,1
Generation10_Scenario20,11.25,1.44,2.02,14.71,1
Generation10_Scenario21,11.25,1.43,1.97,14.65,1
Generation10_Scenario22,11.24,1.42,2.58,15.24,1
Generation10_Scenario23,11.22,1.53,2.01,14.76,1
Generation10_Scenario24,11.23,1.39,2.36,14.99,1
Generation10_Scenario25,11.22,1.50,1.53,14.26,1
Generation10_Scenario26,11.24,1.38,2.29,14.91,1
Generation10_Scenario27,11.21,1.43,2.27,14.90,1
Generation10_Scenario28,11.25,1.53,1.90,14.67,1
Generation10_Scenario29,11.23,1.40,1.79,14.41,1
Generation10_Scenario30,11.22,1.47,1.61,14.30,1
Generation10_Scenario31,11.26,1.42,1.56,14.25,1
Generation10_Scenario32,11.26,1.50,1.86,14.62,1
Generation10_Scenario33,11.23,1.44,2.07,14.74,1
Generation10_Scenario34,22.48,2.87,2.49,27.83,2
Generation10_Scenario35,11.22,1.47,1.77,14.46,1
Generation10_Scenario36,11.23,1.49,2.24,14.96,1
Generation10_Scenario37,11.23,1.56,2.22,15.00,1
Generation10_Scenario38,11.24,1.41,1.83,14.49,1
Generation10_Scenario39,22.39,2.88,2.98,28.25,2
Generation10_Scenario40,11.23,1.40,1.72,14.36,1
Generation10_Scenario41,11.23,1.48,1.64,14.35,1
Generation10_Scenario42,11.26,1.40,2.31,14.96,1
Generation10_Scenario43,11.24,1.44,2.00,14.68,1
Generation10_Scenario44,11.23,1.44,1.48,14.15,1
Generation10_Scenario45,11.25,1.48,2.02,14.74,1
Generation10_Scenario46,11.27,1.40,1.95,14.61,1
Generation10_Scenario47,11.24,1.52,1.97,14.72,1
Generation10_Scenario48,11.21,1.38,2.39,14.98,1
Generation10_Scenario49,11.22,1.57,2.38,15.17,1
Generation10_Scenario50,11.23,1.39,2.52,15.14,1
Generation11_Scenario1,11.26,1.47,2.27,14.99,1
Generation11_Scenario2,11.23,1.51,1.93,14.67,1
Generation11_Scenario3,11.21,1.50,1.92,14.64,1
Generation11_Scenario4,11.21,1.48,1.64,14.34,1
Generation11_Scenario5,11.28,1.42,1.41,14.10,1
Generation11_Scenario6,11.23,1.45,2.15,14.83,1
Generation11_Scenario7,11.22,1.47,1.94,14.64,1
Generation11_Scenario8,11.22,1.45,1.47,14.14,1
Generation11_Scenario9,11.29,1.43,2.09,14.81,1
Generation11_Scenario10,11.23,1.51,2.29,15.02,1
Generation11_Scenario11,11.22,1.49,2.51,15.23,1
Generation11_Scenario12,11.21,1.72,2.40,15.33,1
Generation11_Scenario13,11.25,1.53,2.32,15.10,1
Generation11_Scenario14,11.23,1.45,2.24,14.92,1
Generation11_Scenario15,11.23,1.41,2.01,14.65,1
Generation11_Scenario16,11.25,1.45,1.86,14.57,1
Generation11_Scenario17,11.26,1.38,1.57,14.20,1
Generation11_Scenario18,11.22,1.43,1.95,14.61,1
Generation11_Scenario19,11.25,1.45,2.88,15.57,1
Generation11_Scenario20,11.23,1.42,1.90,14.56,1
Generation11_Scenario21,11.21,1.94,2.34,15.49,1
Generation11_Scenario22,11.21,1.38,2.46,15.05,1
Generation11_Scenario23,11.22,1.45,1.98,14.64,1
Generation11_Scenario24,11.21,1.39,2.46,15.06,1
Generation11_Scenario25,11.24,1.43,1.51,14.19,1
Generation11_Scenario26,11.25,1.48,1.84,14.56,1
Generation11_Scenario27,11.26,1.61,3.51,16.38,1
Generation11_Scenario28,11.20,1.41,2.29,14.90,1
Generation11_Scenario29,11.21,1.42,1.95,14.58,1
Generation11_Scenario30,11.24,1.36,1.56,14.16,1
Generation11_Scenario31,11.20,1.45,2.47,15.13,1
Generation11_Scenario32,11.21,1.40,1.78,14.39,1
Generation11_Scenario33,11.23,1.55,1.99,14.76,1
Generation11_Scenario34,11.23,1.37,1.77,14.37,1
Generation11_Scenario35,11.22,1.45,1.75,14.42,1
Generation11_Scenario36,11.26,1.40,2.07,14.73,1
Generation11_Scenario37,11.23,1.43,2.20,14.85,1
Generation11_Scenario38,11.23,1.45,1.90,14.58,1
Generation11_Scenario39,11.30,1.44,2.35,15.09,1
Generation11_Scenario40,11.23,1.56,2.13,14.92,1
Generation11_Scenario41,11.24,1.43,1.82,14.49,1
Generation11_Scenario42,11.23,1.40,2.00,14.63,1
Generation11_Scenario43,11.23,1.43,2.85,15.51,1
Generation11_Scenario44,11.20,1.54,1.56,14.30,1
Generation11_Scenario45,11.21,1.38,1.89,14.48,1
Generation11_Scenario46,11.21,1.42,2.02,14.66,1
Generation11_Scenario47,11.20,1.45,2.36,15.01,1
Generation11_Scenario48,11.23,1.48,2.10,14.82,1
Generation11_Scenario49,11.25,1.40,2.00,14.64,1
Generation11_Scenario50,11.24,1.51,2.18,14.93,1
Generation12_Scenario1,11.25,1.62,1.66,14.53,1
Generation12_Scenario2,11.21,1.45,2.22,14.88,1
Generation12_Scenario3,11.24,1.45,1.87,14.56,1
Generation12_Scenario4,11.23,1.44,1.76,14.43,1
Generation12_Scenario5,11.28,1.50,1.65,14.43,1
Generation12_Scenario6,11.23,1.46,1.99,14.67,1
Generation12_Scenario7,11.25,1.44,1.97,14.66,1
Generation12_Scenario8,11.27,1.47,2.18,14.91,1
Generation12_Scenario9,11.21,1.56,2.38,15.15,1
Generation12_Scenario10,11.26,1.47,1.81,14.54,1
Generation12_Scenario11,11.23,1.48,2.15,14.86,1
Generation12_Scenario12,11.24,1.41,1.96,14.61,1
Generation12_Scenario13,11.23,1.44,2.21,14.88,1
Generation12_Scenario14,11.26,1.54,2.43,15.23,1
Generation12_Scenario15,11.24,1.41,1.64,14.29,1
Generation12_Scenario16,11.25,1.47,1.47,14.19,1
Generation12_Scenario17,22.47,2.80,2.75,28.02,2
Generation12_Scenario18,11.23,1.43,1.90,14.56,1
Generation12_Scenario19,11.24,1.42,2.06,14.72,1
Generation12_Scenario20,11.23,1.52,1.73,14.48,1
Generation12_Scenario21,11.24,1.47,2.10,14.81,1
Generation12_Scenario22,11.22,1.45,2.43,15.09,1
Generation12_Scenario23,11.24,1.41,2.33,14.98,1
Generation12_Scenario24,11.29,1.48,1.94,14.70,1
Generation12_Scenario25,11.21,1.41,2.17,14.79,1
Generation12_Scenario26,11.25,1.46,2.23,14.94,1
Generation12_Scenario27,11.25,1.65,2.25,15.15,1
Generation12_Scenario28,11.20,1.46,1.99,14.65,1
Generation12_Scenario29,11.22,1.41,1.27,13.90,1
Generation12_Scenario30,11.25,1.39,2.27,14.91,1
Generation12_Scenario31,11.25,1.43,1.63,14.31,1
Generation12_Scenario32,11.21,1.49,1.87,14.57,1
Generation12_Scenario33,11.22,1.50,1.98,14.70,1
Generation12_Scenario34,11.23,1.40,1.67,14.30,1
Generation12_Scenario35,11.25,1.49,1.75,14.48,1
Generation12_Scenario36,11.21,1.48,2.19,14.89,1
Generation12_Scenario37,11.24,1.54,1.99,14.77,1
Generation12_Scenario38,11.23,1.40,2.34,14.96,1
Generation12_Scenario39,11.22,1.51,2.21,14.95,1
Generation12_Scenario40,11.23,1.53,1.76,14.52,1
Generation12_Scenario41,11.23,1.42,1.87,14.52,1
Generation12_Scenario42,11.21,1.46,2.58,15.25,1
Generation12_Scenario43,22.46,2.79,3.02,28.27,2
Generation12_Scenario44,11.24,1.45,2.88,15.57,1
Generation12_Scenario45,11.23,1.45,2.17,14.85,1
Generation12_Scenario46,11.25,1.44,1.68,14.37,1
Generation12_Scenario47,11.23,1.47,2.00,14.69,1
Generation12_Scenario48,11.21,1.48,2.19,14.87,1
Generation12_Scenario49,11.28,1.41,2.15,14.85,1
Generation12_Scenario50,11.22,1.42,2.20,14.84,1
Generation13_Scenario1,11.21,1.41,2.18,14.80,1
Generation13_Scenario2,11.25,1.45,1.86,14.56,1
Generation13_Scenario3,11.25,1.53,1.85,14.62,1
Generation13_Scenario4,11.26,1.43,1.99,14.68,1
Generation13_Scenario5,11.22,1.43,1.54,14.19,1
Generation13_Scenario6,11.26,1.44,2.02,14.73,1
Generation13_Scenario7,11.23,1.57,1.87,14.67,1
Generation13_Scenario8,11.21,1.47,1.50,14.19,1
Generation13_Scenario9,11.22,1.41,1.86,14.48,1
Generation13_Scenario10,11.22,1.48,1.60,14.30,1
Generation13_Scenario11,11.25,1.45,1.92,14.62,1
Generation13_Scenario12,11.23,1.45,1.96,14.64,1
Generation13_Scenario13,11.24,1.45,2.09,14.78,1
Generation13_Scenario14,11.25,1.44,2.05,14.75,1
Generation13_Scenario15,11.24,1.51,1.91,14.66,1
Generation13_Scenario16,11.23,1.49,1.52,14.24,1
Generation13_Scenario17,11.21,1.46,1.65,14.32,1
Generation13_Scenario18,11.22,1.54,1.76,14.51,1
Generation13_Scenario19,11.28,1.50,2.30,15.08,1
Generation13_Scenario20,11.24,1.41,1.68,14.32,1
Generation13_Scenario21,11.23,1.58,2.44,15.25,1
Generation13_Scenario22,11.25,1.42,2.21,14.87,1
Generation13_Scenario23,11.25,1.44,2.10,14.79,1
Generation13_Scenario24,11.24,1.40,1.76,14.40,1
Generation13_Scenario25,11.23,1.49,2.06,14.79,1
Generation13_Scenario26,11.22,1.43,2.05,14.71,1
Generation13_Scenario27,11.24,1.48,2.01,14.73,1
Generation13_Scenario28,11.24,1.40,1.77,14.41,1
Generation13_Scenario29,11.25,1.50,1.29,14.03,1
Generation13_Scenario30,11.22,1.41,1.47,14.10,1
Generation13_Scenario31,11.22,1.45,2.05,14.72,1
Generation13_Scenario32,11.24,1.43,1.81,14.48,1
Generation13_Scenario33,11.24,1.45,1.76,14.45,1
Generation13_Scenario34,11.23,1.51,1.65,14.39,1
Generation13_Scenario35,11.24,1.43,1.78,14.44,1
Generation13_Scenario36,11.25,1.47,1.82,14.53,1
Generation13_Scenario37,11.26,1.40,2.33,14.99,1
Generation13_Scenario38,11.21,1.46,1.72,14.39,1
Generation13_Scenario39,11.25,1.44,1.66,14.35,1
Generation13_Scenario40,11.27,1.43,2.37,15.06,1
Generation13_Scenario41,11.24,1.46,1.71,14.41,1
Generation13_Scenario42,11.23,1.44,1.95,14.62,1
Generation13_Scenario43,11.27,1.49,2.63,15.39,1
Generation13_Scenario44,11.22,1.42,1.64,14.28,1
Generation13_Scenario45,11.24,1.48,1.73,14.45,1
Generation13_Scenario46,11.22,1.41,2.10,14.74,1
Generation13_Scenario47,11.22,1.47,1.87,14.55,1
Generation13_Scenario48,11.22,1.50,2.31,15.02,1
Generation13_Scenario49,11.22,1.42,2.68,15.32,1
Generation13_Scenario50,11.25,1.43,1.91,14.59,1
Generation14_Scenario1,11.24,1.43,2.10,14.77,1
Generation14_Scenario2,11.22,1.55,1.88,14.65,1
Generation14_Scenario3,11.26,1.45,1.76,14.47,1
Generation14_Scenario4,11.22,1.43,1.80,14.45,1
Generation14_Scenario5,11.25,1.43,1.59,14.27,1
Generation14_Scenario6,11.23,1.53,2.28,15.05,1
Generation14_Scenario7,11.24,1.43,2.12,14.80,1
Generation14_Scenario8,11.22,1.44,1.80,14.45,1
Generation14_Scenario9,11.22,1.48,2.79,15.48,1
Generation14_Scenario10,11.23,1.48,1.90,14.61,1
Generation14_Scenario11,11.25,1.52,2.22,14.99,1
Generation14_Scenario12,11.21,1.57,2.04,14.82,1
Generation14_Scenario13,11.24,1.41,2.53,15.18,1
Generation14_Scenario14,11.25,1.45,2.28,14.98,1
Generation14_Scenario15,11.24,1.46,1.74,14.44,1
Generation14_Scenario16,11.24,1.44,1.51,14.18,1
Generation14_Scenario17,11.23,1.39,1.41,14.03,1
Generation14_Scenario18,11.25,1.48,1.91,14.63,1
Generation14_Scenario19,11.25,1.50,2.24,15.00,1
Generation14_Scenario20,11.23,1.40,1.74,14.37,1
Generation14_Scenario21,11.22,1.43,1.88,14.53,1
Generation14_Scenario22,11.24,1.50,2.41,15.14,1
Generation14_Scenario23,11.22,1.49,2.06,14.77,1
Generation14_Scenario24,11.25,1.42,1.59,14.26,1
Generation14_Scenario25,11.23,1.42,1.52,14.17,1
Generation14_Scenario26,11.24,1.48,2.30,15.02,1
Generation14_Scenario27,11.28,1.49,2.86,15.63,1
Generation14_Scenario28,11.26,1.50,1.96,14.72,1
Generation14_Scenario29,11.19,1.63,1.57,14.38,1
Generation14_Scenario30,11.27,1.45,1.54,14.26,1
Generation14_Scenario31,11.26,1.42,1.44,14.12,1
Generation14_Scenario32,11.23,1.41,1.79,14.43,1
Generation14_Scenario33,11.23,1.47,2.39,15.10,1
Generation14_Scenario34,11.22,1.42,1.60,14.24,1
Generation14_Scenario35,11.23,1.46,2.53,15.22,1
Generation14_Scenario36,11.26,1.43,1.75,14.44,1
Generation14_Scenario37,11.24,1.49,2.55,15.27,1
Generation14_Scenario38,11.26,1.42,1.63,14.31,1
Generation14_Scenario39,11.22,1.45,1.74,14.41,1
Generation14_Scenario40,11.22,1.49,1.92,14.63,1
Generation14_Scenario41,11.23,1.51,2.06,14.79,1
Generation14_Scenario42,11.22,1.41,1.91,14.54,1
Generation14_Scenario43,11.24,1.43,2.09,14.75,1
Generation14_Scenario44,11.24,1.42,1.55,14.21,1
Generation14_Scenario45,11.21,1.42,2.66,15.29,1
Generation14_Scenario46,11.24,1.52,1.73,14.49,1
Generation14_Scenario47,11.27,1.49,1.93,14.69,1
Generation14_Scenario48,11.22,1.43,2.47,15.13,1
Generation14_Scenario49,11.24,1.44,2.38,15.06,1
Generation14_Scenario50,11.26,1.67,2.02,14.95,1
Generation15_Scenario1,11.23,1.44,1.65,14.32,1
Generation15_Scenario2,11.24,1.54,2.77,15.54,1
Generation15_Scenario3,11.24,1.57,1.82,14.64,1
Generation15_Scenario4,11.25,1.45,1.97,14.67,1
